date,basin,name,consecutive_count,type_of_depression,lat,lon,max_wind_kn,min_pressure_mBar
1949-06-17 12:00:00,EP,UNNAMED,25, TS,14.1,253.0,45.0,-999.0
1949-06-17 18:00:00,EP,UNNAMED,25, TS,14.6,252.3,45.0,-999.0
1949-06-18 00:00:00,EP,UNNAMED,25, TS,15.0,251.6,45.0,-999.0
1949-06-18 06:00:00,EP,UNNAMED,25, TS,15.4,250.8,45.0,-999.0
1949-06-18 12:00:00,EP,UNNAMED,25, TS,15.7,250.0,45.0,-999.0
1949-06-18 18:00:00,EP,UNNAMED,25, TS,16.0,249.2,45.0,-999.0
1949-06-19 00:00:00,EP,UNNAMED,25, TS,16.3,248.4,45.0,-999.0
1949-06-19 06:00:00,EP,UNNAMED,25, TS,16.7,247.7,45.0,-999.0
1949-06-19 12:00:00,EP,UNNAMED,25, TS,17.1,247.1,45.0,-999.0
1949-06-19 18:00:00,EP,UNNAMED,25, TS,17.5,246.5,45.0,-999.0
1949-06-20 00:00:00,EP,UNNAMED,25, TS,18.0,245.9,45.0,-999.0
1949-06-20 06:00:00,EP,UNNAMED,25, TS,18.4,245.4,45.0,-999.0
1949-06-20 12:00:00,EP,UNNAMED,25, TS,18.9,244.9,45.0,-999.0
1949-06-20 18:00:00,EP,UNNAMED,25, TS,19.4,244.4,45.0,-999.0
1949-06-21 00:00:00,EP,UNNAMED,25, TS,19.9,244.0,45.0,-999.0
1949-06-21 06:00:00,EP,UNNAMED,25, TS,20.4,243.6,45.0,-999.0
1949-06-21 12:00:00,EP,UNNAMED,25, TS,21.0,243.3,45.0,-999.0
1949-06-21 18:00:00,EP,UNNAMED,25, TS,21.5,242.9,45.0,-999.0
1949-06-22 00:00:00,EP,UNNAMED,25, TS,22.0,242.5,45.0,-999.0
1949-06-22 06:00:00,EP,UNNAMED,25, TS,22.5,242.2,45.0,-999.0
1949-06-22 12:00:00,EP,UNNAMED,25, TS,23.1,242.0,45.0,-999.0
1949-06-22 18:00:00,EP,UNNAMED,25, TS,23.9,242.0,45.0,-999.0
1949-06-23 00:00:00,EP,UNNAMED,25, TS,24.7,242.3,45.0,-999.0
1949-06-23 06:00:00,EP,UNNAMED,25, TS,25.4,242.6,45.0,-999.0
1949-06-23 12:00:00,EP,UNNAMED,25, TS,26.0,243.0,45.0,-999.0
1949-09-03 12:00:00,EP,UNNAMED,25, TS,17.3,253.7,45.0,-999.0
1949-09-03 18:00:00,EP,UNNAMED,25, TS,17.6,253.4,45.0,-999.0
1949-09-04 00:00:00,EP,UNNAMED,25, TS,17.9,253.2,45.0,-999.0
1949-09-04 06:00:00,EP,UNNAMED,25, TS,18.4,253.2,45.0,-999.0
1949-09-04 12:00:00,EP,UNNAMED,25, TS,18.8,253.1,45.0,-999.0
1949-09-04 18:00:00,EP,UNNAMED,25, TS,18.9,253.1,45.0,-999.0
1949-09-05 00:00:00,EP,UNNAMED,25, TS,19.0,253.0,45.0,-999.0
1949-09-05 06:00:00,EP,UNNAMED,25, TS,19.0,252.9,45.0,-999.0
1949-09-05 12:00:00,EP,UNNAMED,25, TS,19.1,252.8,45.0,-999.0
1949-09-05 18:00:00,EP,UNNAMED,25, TS,19.6,252.1,45.0,-999.0
1949-09-06 00:00:00,EP,UNNAMED,25, TS,20.2,251.2,45.0,-999.0
1949-09-06 06:00:00,EP,UNNAMED,25, TS,20.7,250.6,45.0,-999.0
1949-09-06 12:00:00,EP,UNNAMED,25, TS,21.2,250.0,45.0,-999.0
1949-09-06 18:00:00,EP,UNNAMED,25, TS,22.0,249.2,45.0,-999.0
1949-09-07 00:00:00,EP,UNNAMED,25, TS,22.9,248.3,45.0,-999.0
1949-09-07 06:00:00,EP,UNNAMED,25, TS,23.8,247.2,45.0,-999.0
1949-09-07 12:00:00,EP,UNNAMED,25, TS,24.8,246.2,45.0,-999.0
1949-09-07 18:00:00,EP,UNNAMED,25, TS,25.5,245.5,45.0,-999.0
1949-09-08 00:00:00,EP,UNNAMED,25, TS,26.2,244.8,45.0,-999.0
1949-09-08 06:00:00,EP,UNNAMED,25, TS,27.6,244.1,45.0,-999.0
1949-09-08 12:00:00,EP,UNNAMED,25, TS,28.6,243.6,45.0,-999.0
1949-09-08 18:00:00,EP,UNNAMED,25, TS,28.4,243.6,45.0,-999.0
1949-09-09 00:00:00,EP,UNNAMED,25, TS,28.2,243.6,45.0,-999.0
1949-09-09 06:00:00,EP,UNNAMED,25, TS,28.1,243.6,45.0,-999.0
1949-09-09 12:00:00,EP,UNNAMED,25, TS,28.0,243.5,45.0,-999.0
1949-09-09 12:00:00,EP,UNNAMED,9, HU,19.3,251.4,75.0,-999.0
1949-09-09 18:00:00,EP,UNNAMED,9, HU,20.2,250.6,75.0,-999.0
1949-09-10 00:00:00,EP,UNNAMED,9, HU,21.2,249.8,75.0,-999.0
1949-09-10 06:00:00,EP,UNNAMED,9, HU,21.8,249.4,75.0,-999.0
1949-09-10 12:00:00,EP,UNNAMED,9, HU,22.5,249.1,75.0,-999.0
1949-09-10 18:00:00,EP,UNNAMED,9, HU,23.2,249.0,75.0,-999.0
1949-09-11 00:00:00,EP,UNNAMED,9, HU,23.9,249.0,75.0,-999.0
1949-09-11 06:00:00,EP,UNNAMED,9, HU,24.3,249.0,75.0,-999.0
1949-09-11 12:00:00,EP,UNNAMED,9, HU,24.5,249.1,75.0,-999.0
1949-09-17 12:00:00,EP,UNNAMED,9, TS,15.4,258.7,45.0,-999.0
1949-09-17 18:00:00,EP,UNNAMED,9, TS,15.8,257.2,45.0,-999.0
1949-09-18 00:00:00,EP,UNNAMED,9, TS,16.5,256.1,45.0,-999.0
1949-09-18 06:00:00,EP,UNNAMED,9, TS,17.7,255.4,45.0,-999.0
1949-09-18 12:00:00,EP,UNNAMED,9, TS,18.7,254.6,45.0,-999.0
1949-09-18 18:00:00,EP,UNNAMED,9, TS,19.0,253.9,45.0,-999.0
1949-09-19 00:00:00,EP,UNNAMED,9, TS,19.3,253.3,45.0,-999.0
1949-09-19 06:00:00,EP,UNNAMED,9, TS,19.7,252.7,45.0,-999.0
1949-09-19 12:00:00,EP,UNNAMED,9, TS,20.1,252.1,45.0,-999.0
1949-09-29 00:00:00,EP,UNNAMED,7, TD,16.1,252.6,25.0,-999.0
1949-09-29 06:00:00,EP,UNNAMED,7, TS,17.0,252.8,45.0,-999.0
1949-09-29 12:00:00,EP,UNNAMED,7, HU,17.9,252.7,75.0,-999.0
1949-09-29 18:00:00,EP,UNNAMED,7, HU,18.6,252.1,75.0,-999.0
1949-09-30 00:00:00,EP,UNNAMED,7, TS,18.8,251.2,45.0,-999.0
1949-09-30 06:00:00,EP,UNNAMED,7, TS,18.2,249.9,45.0,-999.0
1949-09-30 12:00:00,EP,UNNAMED,7, TD,16.7,248.4,25.0,-999.0
1950-06-14 12:00:00,EP,UNNAMED,21, HU,14.1,261.8,75.0,-999.0
1950-06-14 18:00:00,EP,UNNAMED,21, HU,14.2,261.5,75.0,-999.0
1950-06-15 00:00:00,EP,UNNAMED,21, HU,14.4,261.1,75.0,-999.0
1950-06-15 06:00:00,EP,UNNAMED,21, HU,14.8,260.5,75.0,-999.0
1950-06-15 12:00:00,EP,UNNAMED,21, HU,15.2,260.1,75.0,-999.0
1950-06-15 18:00:00,EP,UNNAMED,21, HU,15.4,260.0,75.0,-999.0
1950-06-16 00:00:00,EP,UNNAMED,21, HU,15.6,259.9,75.0,-999.0
1950-06-16 06:00:00,EP,UNNAMED,21, HU,15.9,259.8,75.0,-999.0
1950-06-16 12:00:00,EP,UNNAMED,21, HU,16.1,259.7,75.0,-999.0
1950-06-16 18:00:00,EP,UNNAMED,21, HU,16.1,259.4,75.0,-999.0
1950-06-17 00:00:00,EP,UNNAMED,21, HU,16.2,258.9,75.0,-999.0
1950-06-17 06:00:00,EP,UNNAMED,21, HU,16.4,258.4,75.0,-999.0
1950-06-17 12:00:00,EP,UNNAMED,21, HU,16.6,257.9,75.0,-999.0
1950-06-17 18:00:00,EP,UNNAMED,21, HU,16.8,257.2,75.0,-999.0
1950-06-18 00:00:00,EP,UNNAMED,21, HU,17.0,256.4,75.0,-999.0
1950-06-18 06:00:00,EP,UNNAMED,21, HU,17.4,255.0,75.0,-999.0
1950-06-18 12:00:00,EP,UNNAMED,21, HU,18.1,254.0,75.0,-999.0
1950-06-18 18:00:00,EP,UNNAMED,21, HU,19.0,254.0,75.0,-999.0
1950-06-19 00:00:00,EP,UNNAMED,21, HU,20.0,254.0,75.0,-999.0
1950-06-19 06:00:00,EP,UNNAMED,21, HU,20.8,254.0,75.0,-999.0
1950-06-19 12:00:00,EP,UNNAMED,21, HU,21.5,254.0,75.0,-999.0
1950-07-03 12:00:00,EP,UNNAMED,13, HU,18.4,254.1,75.0,-999.0
1950-07-03 18:00:00,EP,UNNAMED,13, HU,19.0,253.7,75.0,-999.0
1950-07-04 00:00:00,EP,UNNAMED,13, HU,19.5,253.3,75.0,-999.0
1950-07-04 06:00:00,EP,UNNAMED,13, HU,20.2,252.8,75.0,-999.0
1950-07-04 12:00:00,EP,UNNAMED,13, HU,20.7,252.2,75.0,-999.0
1950-07-04 18:00:00,EP,UNNAMED,13, HU,21.0,251.6,75.0,-999.0
1950-07-05 00:00:00,EP,UNNAMED,13, HU,21.1,251.0,75.0,-999.0
1950-07-05 06:00:00,EP,UNNAMED,13, HU,21.2,250.3,75.0,-999.0
1950-07-05 12:00:00,EP,UNNAMED,13, HU,21.4,249.6,75.0,-999.0
1950-07-05 18:00:00,EP,UNNAMED,13, HU,21.8,248.8,75.0,-999.0
1950-07-06 00:00:00,EP,UNNAMED,13, HU,22.3,248.0,75.0,-999.0
1950-07-06 06:00:00,EP,UNNAMED,13, HU,22.8,247.2,75.0,-999.0
1950-07-06 12:00:00,EP,UNNAMED,13, HU,23.3,246.4,75.0,-999.0
1950-07-09 12:00:00,EP,UNNAMED,13, HU,16.1,252.0,75.0,-999.0
1950-07-09 18:00:00,EP,UNNAMED,13, HU,16.4,251.6,75.0,-999.0
1950-07-10 00:00:00,EP,UNNAMED,13, HU,16.7,251.1,75.0,-999.0
1950-07-10 06:00:00,EP,UNNAMED,13, HU,17.1,250.3,75.0,-999.0
1950-07-10 12:00:00,EP,UNNAMED,13, HU,17.5,249.5,75.0,-999.0
1950-07-10 18:00:00,EP,UNNAMED,13, HU,17.8,248.8,75.0,-999.0
1950-07-11 00:00:00,EP,UNNAMED,13, HU,18.0,248.0,75.0,-999.0
1950-07-11 06:00:00,EP,UNNAMED,13, HU,18.3,247.0,75.0,-999.0
1950-07-11 12:00:00,EP,UNNAMED,13, HU,18.6,246.0,75.0,-999.0
1950-07-11 18:00:00,EP,UNNAMED,13, HU,18.7,245.1,75.0,-999.0
1950-07-12 00:00:00,EP,UNNAMED,13, HU,18.6,244.1,75.0,-999.0
1950-07-12 06:00:00,EP,UNNAMED,13, HU,18.4,243.0,75.0,-999.0
1950-07-12 12:00:00,EP,UNNAMED,13, HU,18.1,242.0,75.0,-999.0
1950-08-12 00:00:00,CP,HIKI,39, TD,14.5,215.5,25.0,-999.0
1950-08-12 06:00:00,CP,HIKI,39, TD,14.9,215.2,25.0,-999.0
1950-08-12 12:00:00,CP,HIKI,39, TD,15.2,214.8,25.0,-999.0
1950-08-12 18:00:00,CP,HIKI,39, TD,15.5,214.4,25.0,-999.0
1950-08-13 00:00:00,CP,HIKI,39, TD,15.7,214.2,25.0,-999.0
1950-08-13 06:00:00,CP,HIKI,39, TS,15.9,213.7,45.0,-999.0
1950-08-13 12:00:00,CP,HIKI,39, TS,16.3,213.1,45.0,-999.0
1950-08-13 18:00:00,CP,HIKI,39, TS,16.6,212.4,45.0,-999.0
1950-08-14 00:00:00,CP,HIKI,39, TS,16.8,211.9,45.0,-999.0
1950-08-14 06:00:00,CP,HIKI,39, TS,17.5,210.9,45.0,-999.0
1950-08-14 12:00:00,CP,HIKI,39, TS,18.3,209.9,45.0,-999.0
1950-08-14 18:00:00,CP,HIKI,39, TS,19.3,208.7,45.0,-999.0
1950-08-15 00:00:00,CP,HIKI,39, TS,20.1,207.6,45.0,-999.0
1950-08-15 06:00:00,CP,HIKI,39, TS,20.7,206.6,45.0,-999.0
1950-08-15 12:00:00,CP,HIKI,39, TS,21.4,205.6,45.0,-999.0
1950-08-15 18:00:00,CP,HIKI,39, TS,22.3,204.4,45.0,-999.0
1950-08-16 00:00:00,CP,HIKI,39, HU,23.0,203.4,75.0,-999.0
1950-08-16 06:00:00,CP,HIKI,39, HU,23.7,202.5,75.0,-999.0
1950-08-16 12:00:00,CP,HIKI,39, HU,24.3,201.6,75.0,-999.0
1950-08-16 18:00:00,CP,HIKI,39, HU,24.7,200.4,75.0,-999.0
1950-08-17 00:00:00,CP,HIKI,39, HU,24.7,199.2,75.0,-999.0
1950-08-17 06:00:00,CP,HIKI,39, HU,24.5,198.4,75.0,-999.0
1950-08-17 12:00:00,CP,HIKI,39, HU,24.0,197.6,75.0,-999.0
1950-08-17 18:00:00,CP,HIKI,39, HU,23.6,196.9,75.0,-999.0
1950-08-18 00:00:00,CP,HIKI,39, HU,23.3,196.2,75.0,-999.0
1950-08-18 06:00:00,CP,HIKI,39, HU,22.8,195.3,75.0,-999.0
1950-08-18 12:00:00,CP,HIKI,39, HU,22.6,194.4,75.0,-999.0
1950-08-18 18:00:00,CP,HIKI,39, HU,22.5,193.5,75.0,-999.0
1950-08-19 00:00:00,CP,HIKI,39, HU,22.5,192.6,75.0,-999.0
1950-08-19 06:00:00,CP,HIKI,39, HU,22.6,191.3,75.0,-999.0
1950-08-19 12:00:00,CP,HIKI,39, HU,22.7,190.3,75.0,-999.0
1950-08-19 18:00:00,CP,HIKI,39, TS,23.2,189.6,45.0,-999.0
1950-08-20 00:00:00,CP,HIKI,39, TS,23.6,188.5,45.0,-999.0
1950-08-20 06:00:00,CP,HIKI,39, TS,24.1,187.6,45.0,-999.0
1950-08-20 12:00:00,CP,HIKI,39, TS,24.7,186.3,45.0,-999.0
1950-08-20 18:00:00,CP,HIKI,39, TS,25.3,185.7,45.0,-999.0
1950-08-21 00:00:00,CP,HIKI,39, TS,26.0,184.3,45.0,-999.0
1950-08-21 06:00:00,CP,HIKI,39, TS,26.7,183.1,45.0,-999.0
1950-08-21 12:00:00,CP,HIKI,39, TD,27.4,182.0,25.0,-999.0
1950-08-12 12:00:00,EP,UNNAMED,5, TS,17.5,243.2,45.0,-999.0
1950-08-12 18:00:00,EP,UNNAMED,5, TS,17.7,243.2,45.0,-999.0
1950-08-13 00:00:00,EP,UNNAMED,5, TD,18.0,242.9,25.0,-999.0
1950-08-13 06:00:00,EP,UNNAMED,5, TD,18.4,242.3,25.0,-999.0
1950-08-13 12:00:00,EP,UNNAMED,5, TD,18.8,241.3,25.0,-999.0
1950-08-26 12:00:00,EP,UNNAMED,17, HU,17.3,228.5,75.0,-999.0
1950-08-26 18:00:00,EP,UNNAMED,17, HU,17.7,227.6,75.0,-999.0
1950-08-27 00:00:00,EP,UNNAMED,17, HU,17.9,226.8,75.0,-999.0
1950-08-27 06:00:00,EP,UNNAMED,17, HU,17.9,226.2,75.0,-999.0
1950-08-27 12:00:00,EP,UNNAMED,17, HU,18.0,225.6,75.0,-999.0
1950-08-27 18:00:00,EP,UNNAMED,17, HU,18.1,224.9,75.0,-999.0
1950-08-28 00:00:00,EP,UNNAMED,17, HU,18.3,224.2,75.0,-999.0
1950-08-28 06:00:00,EP,UNNAMED,17, HU,18.5,223.6,75.0,-999.0
1950-08-28 12:00:00,EP,UNNAMED,17, HU,18.6,223.0,75.0,-999.0
1950-08-28 18:00:00,EP,UNNAMED,17, HU,18.7,222.5,75.0,-999.0
1950-08-29 00:00:00,EP,UNNAMED,17, HU,18.8,221.9,75.0,-999.0
1950-08-29 06:00:00,EP,UNNAMED,17, HU,18.9,221.2,75.0,-999.0
1950-08-29 12:00:00,EP,UNNAMED,17, HU,19.0,220.4,75.0,-999.0
1950-08-29 18:00:00,EP,UNNAMED,17, HU,19.1,219.7,75.0,-999.0
1950-08-30 00:00:00,EP,UNNAMED,17, HU,19.3,218.9,75.0,-999.0
1950-08-30 06:00:00,EP,UNNAMED,17, HU,19.5,218.0,75.0,-999.0
1950-08-30 12:00:00,EP,UNNAMED,17, HU,19.7,217.0,75.0,-999.0
1950-10-01 12:00:00,EP,UNNAMED,9, HU,14.0,251.3,75.0,-999.0
1950-10-01 18:00:00,EP,UNNAMED,9, HU,14.7,251.0,75.0,-999.0
1950-10-02 00:00:00,EP,UNNAMED,9, HU,15.2,250.6,75.0,-999.0
1950-10-02 06:00:00,EP,UNNAMED,9, HU,15.4,250.3,75.0,-999.0
1950-10-02 12:00:00,EP,UNNAMED,9, HU,15.6,250.0,75.0,-999.0
1950-10-02 18:00:00,EP,UNNAMED,9, HU,15.9,249.6,75.0,-999.0
1950-10-03 00:00:00,EP,UNNAMED,9, HU,16.2,249.1,75.0,-999.0
1950-10-03 06:00:00,EP,UNNAMED,9, HU,16.5,248.6,75.0,-999.0
1950-10-03 12:00:00,EP,UNNAMED,9, HU,16.9,248.1,75.0,-999.0
1951-05-17 12:00:00,EP,UNNAMED,15, TS,11.0,255.6,45.0,-999.0
1951-05-17 18:00:00,EP,UNNAMED,15, TS,11.5,255.7,45.0,-999.0
1951-05-18 00:00:00,EP,UNNAMED,15, TS,12.1,255.9,45.0,-999.0
1951-05-18 06:00:00,EP,UNNAMED,15, TS,12.8,256.1,45.0,-999.0
1951-05-18 12:00:00,EP,UNNAMED,15, TS,13.6,256.2,45.0,-999.0
1951-05-18 18:00:00,EP,UNNAMED,15, TS,14.3,256.4,45.0,-999.0
1951-05-19 00:00:00,EP,UNNAMED,15, TS,15.0,256.7,45.0,-999.0
1951-05-19 06:00:00,EP,UNNAMED,15, TS,15.5,256.9,45.0,-999.0
1951-05-19 12:00:00,EP,UNNAMED,15, TS,15.9,257.0,45.0,-999.0
1951-05-19 18:00:00,EP,UNNAMED,15, TS,16.4,257.1,45.0,-999.0
1951-05-20 00:00:00,EP,UNNAMED,15, TS,16.9,257.2,45.0,-999.0
1951-05-20 06:00:00,EP,UNNAMED,15, TS,17.4,257.4,45.0,-999.0
1951-05-20 12:00:00,EP,UNNAMED,15, TS,17.8,257.6,45.0,-999.0
1951-05-20 18:00:00,EP,UNNAMED,15, TS,18.1,258.0,45.0,-999.0
1951-05-21 00:00:00,EP,UNNAMED,15, TS,18.3,258.6,45.0,-999.0
1951-06-01 00:00:00,EP,UNNAMED,5, HU,13.8,264.3,75.0,-999.0
1951-06-01 06:00:00,EP,UNNAMED,5, HU,14.7,262.6,75.0,-999.0
1951-06-01 12:00:00,EP,UNNAMED,5, HU,15.6,261.2,75.0,-999.0
1951-06-01 18:00:00,EP,UNNAMED,5, HU,16.7,260.1,75.0,-999.0
1951-06-02 00:00:00,EP,UNNAMED,5, HU,17.8,259.5,75.0,-999.0
1951-06-26 12:00:00,EP,UNNAMED,5, TS,16.7,259.2,45.0,-999.0
1951-06-26 18:00:00,EP,UNNAMED,5, TS,16.9,258.5,45.0,-999.0
1951-06-27 00:00:00,EP,UNNAMED,5, TS,17.0,257.8,45.0,-999.0
1951-06-27 06:00:00,EP,UNNAMED,5, TS,17.1,257.0,45.0,-999.0
1951-06-27 12:00:00,EP,UNNAMED,5, TS,17.2,256.2,45.0,-999.0
1951-07-05 12:00:00,EP,UNNAMED,5, TS,16.7,255.9,45.0,-999.0
1951-07-05 18:00:00,EP,UNNAMED,5, TS,17.2,255.0,45.0,-999.0
1951-07-06 00:00:00,EP,UNNAMED,5, TS,17.8,254.2,45.0,-999.0
1951-07-06 06:00:00,EP,UNNAMED,5, TS,18.4,253.6,45.0,-999.0
1951-07-06 12:00:00,EP,UNNAMED,5, TS,19.0,253.1,45.0,-999.0
1951-08-03 12:00:00,EP,UNNAMED,29, TS,10.6,265.5,45.0,-999.0
1951-08-03 18:00:00,EP,UNNAMED,29, TS,11.0,264.6,45.0,-999.0
1951-08-04 00:00:00,EP,UNNAMED,29, TS,11.5,263.8,45.0,-999.0
1951-08-04 06:00:00,EP,UNNAMED,29, TS,11.9,263.1,45.0,-999.0
1951-08-04 12:00:00,EP,UNNAMED,29, TS,12.3,262.3,45.0,-999.0
1951-08-04 18:00:00,EP,UNNAMED,29, TS,12.5,261.3,45.0,-999.0
1951-08-05 00:00:00,EP,UNNAMED,29, TS,12.7,259.9,45.0,-999.0
1951-08-05 06:00:00,EP,UNNAMED,29, TS,12.9,258.1,45.0,-999.0
1951-08-05 12:00:00,EP,UNNAMED,29, TS,13.4,256.2,45.0,-999.0
1951-08-05 18:00:00,EP,UNNAMED,29, TS,14.2,254.4,45.0,-999.0
1951-08-06 00:00:00,EP,UNNAMED,29, TS,15.1,252.7,45.0,-999.0
1951-08-06 06:00:00,EP,UNNAMED,29, TS,16.0,251.2,45.0,-999.0
1951-08-06 12:00:00,EP,UNNAMED,29, TS,16.9,249.8,45.0,-999.0
1951-08-06 18:00:00,EP,UNNAMED,29, TS,17.3,248.8,45.0,-999.0
1951-08-07 00:00:00,EP,UNNAMED,29, TS,17.5,247.8,45.0,-999.0
1951-08-07 06:00:00,EP,UNNAMED,29, TS,17.5,246.2,45.0,-999.0
1951-08-07 12:00:00,EP,UNNAMED,29, TS,17.5,244.7,45.0,-999.0
1951-08-07 18:00:00,EP,UNNAMED,29, TS,17.7,243.4,45.0,-999.0
1951-08-08 00:00:00,EP,UNNAMED,29, TS,18.0,242.2,45.0,-999.0
1951-08-08 06:00:00,EP,UNNAMED,29, TS,18.2,241.3,45.0,-999.0
1951-08-08 12:00:00,EP,UNNAMED,29, TS,18.4,240.3,45.0,-999.0
1951-08-08 18:00:00,EP,UNNAMED,29, TS,18.6,239.0,45.0,-999.0
1951-08-09 00:00:00,EP,UNNAMED,29, TS,18.8,237.7,45.0,-999.0
1951-08-09 06:00:00,EP,UNNAMED,29, TS,19.1,236.5,45.0,-999.0
1951-08-09 12:00:00,EP,UNNAMED,29, TS,19.4,235.2,45.0,-999.0
1951-08-09 18:00:00,EP,UNNAMED,29, TS,19.5,234.2,45.0,-999.0
1951-08-10 00:00:00,EP,UNNAMED,29, TS,19.6,233.2,45.0,-999.0
1951-08-10 06:00:00,EP,UNNAMED,29, TS,19.7,232.1,45.0,-999.0
1951-08-10 12:00:00,EP,UNNAMED,29, TS,19.7,231.0,45.0,-999.0
1951-08-24 12:00:00,EP,UNNAMED,21, TS,15.6,259.0,45.0,-999.0
1951-08-24 18:00:00,EP,UNNAMED,21, TS,16.6,256.6,45.0,-999.0
1951-08-25 00:00:00,EP,UNNAMED,21, TS,17.4,254.9,45.0,-999.0
1951-08-25 06:00:00,EP,UNNAMED,21, TS,17.9,253.8,45.0,-999.0
1951-08-25 12:00:00,EP,UNNAMED,21, TS,18.5,252.7,45.0,-999.0
1951-08-25 18:00:00,EP,UNNAMED,21, TS,19.2,251.5,45.0,-999.0
1951-08-26 00:00:00,EP,UNNAMED,21, TS,20.0,250.3,45.0,-999.0
1951-08-26 06:00:00,EP,UNNAMED,21, TS,20.8,249.1,45.0,-999.0
1951-08-26 12:00:00,EP,UNNAMED,21, TS,21.6,248.0,45.0,-999.0
1951-08-26 18:00:00,EP,UNNAMED,21, TS,22.1,246.4,45.0,-999.0
1951-08-27 00:00:00,EP,UNNAMED,21, TS,22.5,244.9,45.0,-999.0
1951-08-27 06:00:00,EP,UNNAMED,21, TS,23.3,244.4,45.0,-999.0
1951-08-27 12:00:00,EP,UNNAMED,21, TS,24.3,244.2,45.0,-999.0
1951-08-27 18:00:00,EP,UNNAMED,21, TS,25.6,244.1,45.0,-999.0
1951-08-28 00:00:00,EP,UNNAMED,21, TS,26.9,244.0,45.0,-999.0
1951-08-28 06:00:00,EP,UNNAMED,21, TS,27.9,244.0,45.0,-999.0
1951-08-28 12:00:00,EP,UNNAMED,21, TS,28.8,244.0,45.0,-999.0
1951-08-28 18:00:00,EP,UNNAMED,21, TS,29.9,244.2,45.0,-999.0
1951-08-29 00:00:00,EP,UNNAMED,21, TS,31.0,244.5,45.0,-999.0
1951-08-29 06:00:00,EP,UNNAMED,21, TD,31.7,244.7,25.0,-999.0
1951-08-29 12:00:00,EP,UNNAMED,21, TD,31.9,244.8,25.0,-999.0
1951-09-11 12:00:00,EP,UNNAMED,17, TS,17.1,254.4,45.0,-999.0
1951-09-11 18:00:00,EP,UNNAMED,17, TS,17.9,254.4,45.0,-999.0
1951-09-12 00:00:00,EP,UNNAMED,17, TS,18.6,254.3,45.0,-999.0
1951-09-12 06:00:00,EP,UNNAMED,17, TS,19.2,254.3,45.0,-999.0
1951-09-12 12:00:00,EP,UNNAMED,17, TS,19.8,254.2,45.0,-999.0
1951-09-12 18:00:00,EP,UNNAMED,17, TS,20.4,253.8,45.0,-999.0
1951-09-13 00:00:00,EP,UNNAMED,17, TS,20.9,253.3,45.0,-999.0
1951-09-13 06:00:00,EP,UNNAMED,17, TS,21.2,253.1,45.0,-999.0
1951-09-13 12:00:00,EP,UNNAMED,17, TS,21.4,252.8,45.0,-999.0
1951-09-13 18:00:00,EP,UNNAMED,17, TS,21.6,252.5,45.0,-999.0
1951-09-14 00:00:00,EP,UNNAMED,17, TS,21.8,252.2,45.0,-999.0
1951-09-14 06:00:00,EP,UNNAMED,17, TS,21.9,251.9,45.0,-999.0
1951-09-14 12:00:00,EP,UNNAMED,17, TS,21.9,251.6,45.0,-999.0
1951-09-14 18:00:00,EP,UNNAMED,17, TS,21.8,251.2,45.0,-999.0
1951-09-15 00:00:00,EP,UNNAMED,17, TS,21.7,250.6,45.0,-999.0
1951-09-15 06:00:00,EP,UNNAMED,17, TS,21.7,249.8,45.0,-999.0
1951-09-15 12:00:00,EP,UNNAMED,17, TS,21.9,249.1,45.0,-999.0
1951-09-23 12:00:00,EP,UNNAMED,21, HU,13.4,259.3,75.0,-999.0
1951-09-23 18:00:00,EP,UNNAMED,21, HU,13.5,258.3,75.0,-999.0
1951-09-24 00:00:00,EP,UNNAMED,21, HU,13.8,257.4,75.0,-999.0
1951-09-24 06:00:00,EP,UNNAMED,21, HU,14.3,256.7,75.0,-999.0
1951-09-24 12:00:00,EP,UNNAMED,21, HU,14.8,256.0,75.0,-999.0
1951-09-24 18:00:00,EP,UNNAMED,21, HU,15.2,255.0,75.0,-999.0
1951-09-25 00:00:00,EP,UNNAMED,21, HU,15.5,253.9,75.0,-999.0
1951-09-25 06:00:00,EP,UNNAMED,21, HU,15.7,252.9,75.0,-999.0
1951-09-25 12:00:00,EP,UNNAMED,21, HU,16.0,252.0,75.0,-999.0
1951-09-25 18:00:00,EP,UNNAMED,21, HU,16.3,250.9,75.0,-999.0
1951-09-26 00:00:00,EP,UNNAMED,21, HU,16.7,249.8,75.0,-999.0
1951-09-26 06:00:00,EP,UNNAMED,21, HU,17.2,248.5,75.0,-999.0
1951-09-26 12:00:00,EP,UNNAMED,21, HU,17.8,247.2,75.0,-999.0
1951-09-26 18:00:00,EP,UNNAMED,21, HU,18.2,246.5,75.0,-999.0
1951-09-27 00:00:00,EP,UNNAMED,21, HU,18.6,245.9,75.0,-999.0
1951-09-27 06:00:00,EP,UNNAMED,21, HU,19.0,245.2,75.0,-999.0
1951-09-27 12:00:00,EP,UNNAMED,21, HU,19.4,244.4,75.0,-999.0
1951-09-27 18:00:00,EP,UNNAMED,21, HU,19.6,243.6,75.0,-999.0
1951-09-28 00:00:00,EP,UNNAMED,21, HU,19.7,242.7,75.0,-999.0
1951-09-28 06:00:00,EP,UNNAMED,21, HU,19.8,241.5,75.0,-999.0
1951-09-28 12:00:00,EP,UNNAMED,21, HU,19.9,240.1,75.0,-999.0
1951-11-27 12:00:00,EP,UNNAMED,13, TS,14.0,256.0,45.0,-999.0
