lon,lat
110.446667,21.187861
110.423778,21.268278
110.483722,21.288333
110.381694,21.407889
110.414556,21.184139
110.15375,20.996667
110.169583,20.843333
110.37375,20.8225
110.388722,20.723306
110.338306,20.789556
110.303722,20.668361
110.535361,20.476694
110.284972,20.241222
110.045778,20.29625
109.92625,20.229167
109.862889,20.405
109.974972,20.40375
109.986611,20.346222
110.016222,20.449972
109.827056,20.514167
109.742944,20.666639
109.847944,20.713333
109.774583,20.710028
109.762083,20.861667
109.722472,20.809583
109.665417,20.935861
109.675361,21.125
109.738333,21.197083
109.766278,21.157472
109.762028,21.354139
109.939139,21.351222
109.909611,21.463361
109.965417,21.483333
109.839167,21.512889
109.809972,21.462056
109.751667,21.593722
109.776194,21.484167
109.678389,21.501278
109.694556,21.614167
109.635861,21.562083
109.558778,21.693333
109.609139,21.758694
109.477083,21.668361
109.58875,21.583306
109.547472,21.504528
109.291667,21.435417
109.241667,21.489556
109.160806,21.405417
109.042111,21.452528
109.167056,21.526667
109.152472,21.618722
108.9115,21.617028
108.849056,21.796111
108.865222,21.62825
108.744861,21.603667
108.655722,21.814472
108.60025,21.723194
108.561972,21.792417
108.626139,21.880722
108.585694,21.846139
108.554056,21.920333
108.457833,21.870694
108.5395,21.75075
108.501139,21.707389
108.574472,21.692389
108.477389,21.562861
108.395306,21.556611
108.43325,21.688639
108.335306,21.607417
108.339944,21.716139
108.325361,21.589083
108.222444,21.502
108.24075,21.646972
108.128306,21.5345
108.009917,21.557861
108.041194,21.502417
107.94425,21.434583
107.923472,21.52625
107.840083,21.474556
107.780889,21.52375
107.752111,21.400806
107.635861,21.394611
107.613361,21.294556
107.402917,21.325861
107.457083,21.282472
107.35625,21.216667
107.437944,21.256667
107.349139,20.999556
107.160806,20.923722
107.070444,20.958333
107.176639,21.031278
107.032444,21.02875
106.968333,20.949528
106.879194,20.999583
106.88,20.890417
106.782889,20.936667
106.844583,20.973278
106.789889,21.029556
106.605278,21.036611
106.767861,20.940833
106.688333,20.86875
106.752917,20.8475
106.716222,20.803361
106.812889,20.673306
106.5525,20.759556
106.709583,20.667472
106.595833,20.660361
106.63125,20.597528
106.519556,20.540833
106.579583,20.554972
106.533722,20.449944
106.602861,20.446694
106.572889,20.283306
106.52,20.315444
106.562083,20.273306
106.494139,20.212917
106.357472,20.20875
106.205833,20.002917
106.184139,20.136222
106.183306,19.980417
106.108333,19.968722
106.119167,20.04375
105.927028,19.884167
105.938722,19.789194
105.867083,19.769111
105.937889,19.779139
105.782889,19.605
105.823722,19.309139
105.732889,19.231639
105.742917,19.104167
105.632861,19.045
105.641194,18.900694
105.74825,18.729472
105.783667,18.759917
105.928722,18.455722
105.891167,18.395778
105.946583,18.472
106.097472,18.251222
106.181611,18.259556
106.358778,18.115
106.329194,18.078694
106.44125,18.120028
106.5195,17.942444
106.447028,17.876611
106.463694,17.706583
106.631583,17.457833
107.119639,17.084167
107.198639,16.906556
107.131917,16.854083
107.204861,16.901944
107.633611,16.565778
107.429861,16.664528
107.631139,16.549944
107.579028,16.526194
107.691556,16.5195
107.833667,16.371639
107.783639,16.374139
107.824,16.290389
108.038333,16.335389
108.09625,16.225028
108.047528,16.227917
108.200444,16.208361
108.127056,16.119111
108.2275,16.084556
108.224972,16.019611
108.234556,16.148306
108.326667,16.142889
108.265389,16.020806
108.602917,15.479167
108.666667,15.428722
108.694167,15.482889
108.783722,15.346639
108.830806,15.417889
108.942056,15.244972
108.864583,15.145806
109.08375,14.702472
109.080417,14.4725
109.231222,14.129139
109.152111,14.171667
109.299583,13.895
109.264944,13.756194
109.225444,13.921667
109.292056,13.529167
109.233694,13.574972
109.335389,13.464139
109.3,13.404556
109.234111,13.486222
109.22125,13.394139
109.29875,13.365
109.251194,13.289139
109.32375,13.255833
109.317889,13.074167
109.461222,12.910833
109.36375,12.818333
109.467111,12.6475
109.438333,12.561222
109.402111,12.683278
109.33375,12.660806
109.353333,12.797889
109.196194,12.629972
109.347889,12.399944
109.291667,12.344556
109.143778,12.439167
109.247917,12.303306
109.178722,12.205833
109.286222,11.875833
109.207056,11.879139
109.210806,11.982083
109.13375,11.913333
109.128722,11.819167
109.195833,11.874583
109.23875,11.726639
109.134167,11.560389
109.012889,11.63
109.019139,11.355417
108.792444,11.312056
108.710833,11.163722
108.534111,11.155361
108.299139,10.911222
108.096639,10.915389
107.999167,10.696222
107.833278,10.702889
107.259167,10.375389
107.190806,10.42625
107.085889,10.317917
107.059583,10.382472
107.154611,10.430806
107.006694,10.528722
106.923639,10.436611
106.980389,10.409111
106.877444,10.371167
106.880333,10.45575
106.839111,10.390333
106.745722,10.572833
106.691194,10.44575
106.734889,10.479556
106.7895,10.406583
106.779111,10.277
106.435333,10.31075
106.792417,10.160333
106.77825,10.081194
106.698278,10.040333
106.67325,10.112861
106.679556,10.014889
106.6075,9.977889
106.356194,10.192472
106.482444,10.016167
106.702083,9.890861
106.616639,9.812917
106.179111,10.175417
106.574556,9.738361
106.5025,9.55375
106.3875,9.528722
105.836667,9.993722
106.187083,9.567472
106.147083,9.399139
106.19875,9.375028
105.524972,9.119611
105.280833,8.752917
105.078361,8.785389
104.863306,8.692056
104.925389,8.815806
104.79375,8.800806
104.873722,9.745806
105.0525,9.939583
105.107083,9.889139
105.087833,10.004861
104.748333,10.227056
104.604972,10.141222
104.490417,10.373306
104.524167,10.421278
104.445833,10.362917
104.254972,10.56875
103.944111,10.586194
103.864167,10.707889
103.815806,10.53625
103.614167,10.500417
103.494611,10.623306
103.547556,10.719611
103.67875,10.743333
103.716222,10.871639
103.652139,11.048333
103.707889,11.0675
103.558306,11.165417
103.495028,11.181222
103.443722,11.096639
103.4275,10.89125
103.28,10.92875
103.1275,10.867056
103.11625,11.145806
103.05125,11.220806
103.151222,11.304139
103.073722,11.42
103.134611,11.462472
103.041639,11.564611
102.962083,11.531639
103.005389,11.646667
102.960417,11.664972
102.955028,11.560417
102.644167,12.177917
102.555389,12.224139
102.5875,12.04125
102.482472,12.161222
102.292528,12.187889
102.261222,12.288306
102.361639,12.374583
102.300771,12.338184
102.298778,12.415806
102.219167,12.432889
102.254972,12.305389
102.066278,12.478306
102.109972,12.53625
102.029972,12.537889
102.045833,12.469583
101.964167,12.610417
101.953333,12.514583
101.789194,12.708722
101.422472,12.581222
101.139139,12.675389
100.966639,12.592056
100.855833,12.646222
100.842111,12.749972
100.915417,12.804944
100.857028,12.915806
100.932889,13.009139
100.876278,13.076639
100.940417,13.199167
100.902056,13.300806
100.985361,13.3625
100.988333,13.500417
100.650028,13.51625
100.593333,13.60875
100.562472,13.504583
100.276667,13.533778
100.112889,13.052472
100.024556,12.1875
100.093333,8.410389
100.177917,8.372472
100.134167,8.516222
100.22125,8.436639
100.448722,7.479167
100.573476,7.202715
100.444972,7.249556
100.425833,7.160389
100.554167,7.140389
100.579101,7.19209
100.773167,6.985306
101.00925,6.851167
101.357583,6.862778
101.298361,6.943583
101.568361,6.838639
101.83325,6.439472
102.126639,6.213639
102.349972,6.1645
102.497083,5.869167
103.003778,5.505806
103.142111,5.349167
103.09,5.310417
103.15125,5.34
103.442944,4.79
103.477917,4.533333
103.493722,4.315833
103.387889,4.116694
103.440417,3.969167
103.32375,3.805
103.463778,3.537472
103.395417,3.499972
103.479583,3.515
103.424556,3.364167
103.457889,2.825
103.618333,2.664556
103.827028,2.592472
103.834583,2.459944
103.964639,2.319972
104.267083,1.614972
104.276583,1.367889
104.0925,1.372083
104.13625,1.411611
104.042056,1.469139
104.12125,1.539139
104.045056,1.500444
103.940806,1.662889
104.000833,1.440417
103.79825,1.5045
103.6025,1.350361
103.514972,1.424528
103.511667,1.2695
103.344944,1.560389
102.925833,1.763722
102.908333,1.827889
102.69,1.868722
102.573333,2.067889
102.157444,2.22125
101.996667,2.409583
101.852472,2.411222
101.774139,2.602056
101.485806,2.693694
101.416667,2.832056
101.29125,2.846667
101.36625,3.055
101.302083,3.263333
101.034583,3.6275
100.812083,3.794167
100.9075,3.867056
100.727083,3.872472
100.720833,4.012056
100.852528,4.042889
100.90875,3.962472
100.858306,4.04875
100.771139,4.031153
100.75375,4.109944
100.60375,4.195833
100.662083,4.2725
100.557944,4.314972
100.662944,4.604167
100.621694,4.559583
100.579556,4.606639
100.66375,4.684139
100.585028,4.667917
100.574583,4.756667
100.642111,4.801639
100.563333,4.798722
100.576194,4.867472
100.374583,5.031611
100.442028,5.218333
100.3345,5.660833
100.420389,5.646667
100.347861,5.705028
100.351194,5.9775
100.083639,6.492444
100.115306,6.554111
100.056583,6.516167
100.017361,6.601194
280.02322200000003,9.364889
280.09351,9.364136
280.082756,9.263823
280.038115,9.129773
279.913797,9.018942
280.023734,9.050633
280.038985,8.99794
280.115234,9.18187
280.173726,9.051656
280.200652,9.116724
280.226439,9.10973
280.328404,9.130343
280.457832,8.947523
280.29425000000003,8.877667
280.246306,8.692806
280.141306,8.653389
280.23794399999997,8.60875
280.3065,8.660028
280.248056,8.597694
279.818361,8.326556
279.60747200000003,8.321778
279.526611,8.230778
279.536694,8.043889
279.640222,8.0
280.007528,7.516472
279.968139,7.449167
279.637583,7.391861
279.657639,7.320778
279.560361,7.239833
279.10997199999997,7.205639
279.047556,7.553611
278.909417,7.773583
278.975194,7.824694
278.943778,7.914889
278.899861,7.843222
278.777028,7.884278
278.832083,7.777528
278.770944,7.609083
278.48436100000004,7.709056
278.239278,8.213528
278.21725000000004,8.13325
278.044944,8.189917
278.060806,8.24175
277.862722,8.237806
277.851639,8.161583
277.775778,8.219
277.785806,8.3385
277.842639,8.338944
277.779611,8.35925
277.73175000000003,8.289556
277.71463900000003,8.344361
277.506528,8.277361
277.281917,8.326694
277.132472,8.257417
277.107306,8.033222
277.0225,8.240694
276.852278,8.364694
276.90641700000003,8.450389
276.81636100000003,8.611472
276.87541699999997,8.59925
276.619611,8.744778
276.51563899999996,8.6955
276.715722,8.542306
276.72275,8.386417
276.430806,8.440556
276.260611,8.6105
276.42475,8.804722
276.346444,8.7935
276.438167,8.899222
276.3675,8.91575
276.377556,9.041167
275.753806,9.494
275.798278,9.455611
275.382917,9.580028
275.319861,9.651639
275.367389,9.786556
275.258583,9.968944
275.149361,9.972889
275.202861,9.985389
274.717361,10.267694
274.814083,10.024972
275.079222,9.927528
275.068417,9.837583
